progress,duration_in_seconds,finished,ic,ViS01,ViS02,ViS03,ViS04,ViS05,ViS06,ViS07,ViS08,ViS09,ViS10,ViS11,ViS12,ViS13,ViS14,ViS15,ViS16,ViS17,ViS18,ViS19,ViS20,ViS21,ViS22,ViS23,ViS24,ViS25,ViS26,ViS27,ViS28,ViS29,ViS30,ViS31,ViS32,ViS33,ViS34,ViS35,ViS36,SRS01,SRS02,SRS03,SRS04,SRS05,SRS06,SRS07,SRS08,SRS09,SRS10,SRS11,age,gender_identity,gender_lived,race_ethnicity,religious_affil,religious_serv,political_ideology,political_affiliation,education,sci_values,conclusion,pid,SRS_sum,disclosure,gender,pref,part_values,shared_values,METI01,METI02,METI03,METI04,METI05,METI06,METI07,METI08,METI09,METI10,METI11,METI12,METI13,METI14,meti_mean,meti_competence,meti_integrity,meti_benevolence
100,537,1,1,2,4,4,4,3,4,4,2,3,4,3,3,2,4,4,4,2,4,4,2,4,3,2,2,4,4,3,4,4,5,2,3,2,4,2,2,0,0,1,0,0,0,1,0,1,1,1,22,Woman/Female,Woman/Female,5,1,5,3,3,3,public health,causes harm,2b125aa32dc7d174ef3bb29be3b0ed2061604f52b8fc30bcdc3725bb,0.45454545454545453,FALSE,Woman/Female.Woman/Female,3,public health,TRUE,7,7,7,6,7,6,6,6,6,6,7,6,7,6,6.428571428571429,6.666666666666667,6,6.5
100,404,1,1,4,4,4,5,2,2,3,2,4,2,5,4,2,4,2,4,2,4,4,5,1,2,2,2,1,1,1,4,4,2,4,2,5,4,2,4,0,0,1,0,0,1,1,1,0,0,0,19,Woman/Female,Woman/Female,5,8,6,6,2,2,public health,causes harm,f363d66c7bf108d6f75ef28660893f92f4472f70f6e696dcbcad0954,0.36363636363636365,TRUE,Woman/Female.Woman/Female,NA,NA,NA,7,7,7,6,6,7,7,7,7,6,6,7,7,7,6.714285714285714,6.666666666666667,6.75,6.75
100,526,1,1,4,5,5,NA,3,3,4,2,1,2,1,3,2,2,3,3,2,4,2,4,3,2,4,3,4,5,2,3,4,4,3,3,1,3,3,5,1,0,0,0,0,0,0,1,1,0,0,22,Woman/Female,Woman/Female,5,2,2,1,1,3,economic growth,does not cause harm,08db257c07283a21895f5eebe8b228581c6f26deda44cca116f1a822,0.2727272727272727,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,5,6,5,4,5,5,5,5,4,4,4,2,2,4,4.285714285714286,5,4.5,3
100,782,1,1,4,4,3,2,4,4,3,2,2,2,2,4,2,2,4,3,3,2,2,4,3,2,4,4,2,4,2,4,4,5,4,4,2,4,2,4,1,1,1,1,1,1,1,0,0,0,0,29,Woman/Female,Woman/Female,5,9,1,1,3,3,public health,causes harm,cf35d8b0cf7c47d3aadf010e0d2150878d5e0d903ed6e656f6ce6aa7,0.6363636363636364,TRUE,Woman/Female.Woman/Female,4,public health,TRUE,6,6,7,7,6,6,7,7,7,6,7,7,6,6,6.5,6.333333333333333,6.75,6.5
100,374,1,1,5,2,3,1,4,5,2,2,2,1,2,4,2,2,4,2,2,2,2,5,4,1,2,4,4,4,2,2,4,2,2,3,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,29,Woman/Female,Woman/Female,5,2,1,3,3,3,public health,does not cause harm,ea3ca2f19f5b07aeb2384494080e4cfce82bc2b507df192a1fb6ba55,1,FALSE,Woman/Female.Woman/Female,3,public health,TRUE,6,7,6,7,6,6,7,7,5,5,6,7,4,5,6,6.333333333333333,6,5.5
100,641,1,1,5,5,4,2,4,4,4,2,2,4,2,5,2,4,4,5,1,2,2,5,2,4,1,1,5,4,4,3,5,5,5,5,2,3,2,5,0,0,1,0,1,0,1,1,0,0,0,21,Woman/Female,Woman/Female,5,7,1,1,3,2,economic growth,causes harm,a06ec2e5079568c8b6ac6e98a8b8df374364731bcb11ff3cdca71f9d,0.36363636363636365,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,5,6,6,5,6,5,4,4,4,4,4,4,4,4,4.642857142857143,5.5,4,4
100,468,1,1,5,5,2,1,3,4,4,1,1,2,2,4,1,1,2,2,2,4,1,3,1,1,4,3,3,5,2,1,3,4,1,2,1,4,1,3,0,0,1,0,0,1,0,0,1,0,0,23,Man/Male,Man/Male,5,6,2,1,1,3,economic growth,causes harm,2b12e9dbbb880dd6c46c0e5eae7798a3b19c23d985d86be4b75da9f4,0.2727272727272727,TRUE,Man/Male.Man/Male,4,public health,FALSE,5,3,5,5,4,4,5,3,4,4,4,4,4,4,4.142857142857143,4.333333333333333,4,4
100,1004,1,1,4,4,2,3,3,4,4,2,3,4,2,4,1,2,4,1,2,3,2,4,4,3,4,3,5,4,3,4,4,2,3,3,2,3,2,3,0,1,1,1,1,0,1,0,1,1,0,49,Man/Male,Man/Male,5,7,1,2,3,3,economic growth,does not cause harm,79296b7265785d5130acbec580d5dedbae460d525e7bc628b003b60f,0.6363636363636364,TRUE,Man/Male.Man/Male,4,public health,FALSE,5,6,7,6,6,6,2,2,3,3,2,3,3,3,4.071428571428571,6,2.5,2.75
100,410,1,1,4,4,4,3,2,4,4,3,2,3,3,4,2,4,2,4,1,4,3,3,2,2,2,3,4,4,2,3,4,4,4,4,2,4,2,4,1,0,1,1,1,1,0,1,1,0,0,20,Woman/Female,Woman/Female,5,7,2,2,1,2,public health,causes harm,fccf1ae1a19e953f27952d0059090726862242c2f6521d4198bfa2a4,0.6363636363636364,TRUE,Woman/Female.Woman/Female,3,public health,TRUE,4,4,4,6,4,4,5,6,6,6,6,6,6,6,5.214285714285714,4.333333333333333,5.75,6
100,859,1,1,4,4,2,2,3,4,3,2,2,4,2,4,2,2,4,2,2,3,2,4,3,2,4,4,2,4,2,4,4,5,3,4,2,3,2,3,0,0,1,1,0,1,1,1,1,0,0,31,Woman/Female,Woman/Female,5,7,1,1,4,3,public health,does not cause harm,c4a798552eb2f0b3a5f76958f60cca9d062db4d7f9a024a47a9c331a,0.5454545454545454,TRUE,Woman/Female.Woman/Female,4,public health,TRUE,6,6,6,4,6,6,4,5,4,4,4,4,5,4,4.857142857142857,5.666666666666667,4.25,4.25
100,374,1,1,5,1,4,4,4,4,2,1,2,1,4,1,1,1,4,5,1,4,5,2,1,1,1,4,2,4,1,5,5,5,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,20,Woman/Female,Woman/Female,5,7,2,2,1,2,economic growth,causes harm,cb257dc6a7faa43ceaae508feb5d55fa37ba79c5a74f651dfcdc047b,1,FALSE,Woman/Female.Woman/Female,4,public health,FALSE,6,6,6,6,6,6,6,5,5,6,5,5,5,6,5.642857142857143,6,5.5,5.25
100,1082,1,1,4,5,4,1,2,3,2,4,1,4,2,3,3,2,2,2,2,5,2,4,4,2,4,4,5,4,5,2,4,1,4,5,1,5,4,5,1,1,1,1,0,1,0,1,0,0,0,31,Woman/Female,Woman/Female,5,7,1,2,1,3,public health,does not cause harm,98bb0dc51c700fe1c7622a93b374f35525dd92f31072753aa47f2426,0.5454545454545454,TRUE,Woman/Female.Woman/Female,4,public health,TRUE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
100,2324,1,1,4,4,3,3,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,2,2,4,5,3,4,4,4,4,4,4,4,4,1,4,3,4,0,0,0,1,1,1,0,1,0,1,1,34,Man/Male,Man/Male,6,8,1,4,5,2,public health,does not cause harm,ab3fdb6e1d08139fd90c3dde94b178e14cebdec76110c1689f54c1ec,0.5454545454545454,TRUE,Man/Male.Man/Male,2,economic growth,FALSE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
100,438,1,1,5,2,2,3,4,4,3,1,2,4,2,3,2,2,4,2,3,2,2,2,1,1,2,3,4,4,1,4,4,5,2,4,1,4,1,4,1,0,1,1,1,1,1,0,1,1,1,38,Man/Male,Man/Male,5,7,1,3,3,3,economic growth,causes harm,50301086777d00efec997048ccca82daf58b92a4b7d70ab277fd5b6a,0.8181818181818182,TRUE,Man/Male.Man/Male,3,public health,FALSE,6,5,7,6,6,6,5,5,3,3,5,4,3,3,4.785714285714286,6,4,3.75
100,432,1,1,2,5,2,1,2,3,4,2,2,3,3,2,2,3,2,3,1,5,2,4,2,2,2,5,2,4,2,4,5,5,4,4,3,4,2,5,1,0,0,1,1,1,0,1,1,0,0,30,Woman/Female,Woman/Female,5,4,1,1,1,2,economic growth,causes harm,0a2d28841168b647615f748297dc4dd442cf8a3929cd68cebbdb0643,0.5454545454545454,TRUE,Woman/Female.Woman/Female,NA,NA,NA,6,6,7,6,6,6,7,7,7,4,7,6,7,6,6.285714285714286,6.166666666666667,6.25,6.5
100,508,1,1,5,2,1,3,4,4,4,1,1,1,2,3,1,2,1,2,2,2,2,4,2,1,4,2,5,5,3,3,3,5,4,4,1,4,2,3,1,1,1,0,0,1,1,1,1,1,0,51,Woman/Female,Woman/Female,5,1,1,1,1,3,public health,does not cause harm,2ead1a33e562c05feaba9597cace913e834274d582d1f2241a2a1ac6,0.7272727272727273,FALSE,Woman/Female.Woman/Female,4,public health,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
100,512,1,1,2,4,5,3,4,4,3,1,2,4,2,5,1,2,4,1,2,5,3,4,2,5,4,4,4,4,3,4,5,4,5,5,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,50,Woman/Female,Woman/Female,5,4,3,2,1,3,economic growth,does not cause harm,453a9287b132a94c26cda1c08a2a8579642b261874eb15eb311c3df0,1,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,4,4,4,4,4,4,2,1,3,3,2,1,2,4,3,4,2.25,2.25
100,1210,1,1,4,5,4,3,5,4,2,3,2,3,2,3,3,3,3,3,2,2,3,4,3,2,3,3,3,4,2,3,5,3,3,3,2,3,3,4,0,1,1,1,0,1,1,1,1,1,1,25,Woman/Female,Woman/Female,5,8,2,1,1,2,economic growth,does not cause harm,f13652c6d91711187af22d8463feb173c356a70063cac9b1807481f8,0.8181818181818182,FALSE,Woman/Female.Woman/Female,4,public health,FALSE,6,6,5,5,7,7,5,4,5,4,5,4,5,4,5.142857142857143,6,4.5,4.5
100,191,1,1,4,4,4,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,2,4,3,4,4,3,4,3,3,3,4,4,3,4,2,4,4,0,1,0,1,1,1,0,1,1,1,1,22,Woman/Female,Woman/Female,5,4,1,2,1,3,economic growth,causes harm,c20d54f50ab615887e6fa80db12c0644ad33ddceeb945c69751c8b2a,0.7272727272727273,FALSE,Woman/Female.Woman/Female,4,public health,FALSE,5,5,6,6,6,5,6,6,6,6,6,5,5,6,5.642857142857143,5.5,6,5.5
100,709,1,1,4,4,4,2,4,4,2,3,1,2,3,4,1,2,2,1,1,4,2,5,2,2,3,3,4,4,1,3,4,4,4,2,2,4,2,5,0,1,1,0,1,1,1,1,1,1,1,37,Woman/Female,Woman/Female,5,7,1,1,1,3,public health,causes harm,8a764f84326bab63474e4474e72325c86f4648abfb94d0ab25a6447a,0.8181818181818182,TRUE,Woman/Female.Woman/Female,4,public health,TRUE,6,6,4,7,7,6,4,6,6,4,6,5,6,5,5.571428571428571,6,5,5.5
100,551,1,1,4,4,3,3,2,4,3,1,1,5,1,3,2,1,4,3,2,3,1,5,3,2,3,2,5,5,5,3,5,4,5,5,1,3,1,5,0,1,1,1,1,1,1,0,1,0,0,29,Woman/Female,Woman/Female,"3,5",7,1,NA,3,1,economic growth,does not cause harm,6af834d2983b5ffbd76f2267bb26284f5b12c014d9d12a3a3fd9fb34,0.6363636363636364,FALSE,Woman/Female.Woman/Female,4,public health,FALSE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
100,904,1,1,4,4,2,2,5,4,1,2,1,2,2,4,1,2,4,5,3,4,2,3,2,2,1,5,4,4,2,3,4,4,2,5,1,3,2,3,1,1,1,1,0,1,1,1,1,1,1,38,Woman/Female,Woman/Female,5,7,1,3,1,3,public health,causes harm,63540c8c66a5729105430c2c4f66dbd0e36d42b83adb52df215eff84,0.9090909090909091,FALSE,Woman/Female.Woman/Female,4,public health,TRUE,6,6,6,6,5,7,5,5,4,5,4,4,5,5,5.214285714285714,6,4.75,4.5
100,611,1,1,4,4,2,3,NA,4,2,2,2,4,3,4,2,2,2,4,2,4,5,4,2,3,2,3,4,2,3,4,2,4,2,3,2,4,3,3,0,0,0,0,0,0,0,0,1,0,0,58,Woman/Female,Woman/Female,3,6,4,3,1,3,economic growth,causes harm,8f39e3d40aa8c8ac9eb211b563c2e4564c7e9b327c4908b45fb1a03e,0.09090909090909091,FALSE,Woman/Female.Woman/Female,4,public health,FALSE,7,7,6,7,7,7,7,7,6,6,6,7,7,7,6.714285714285714,6.833333333333333,6.5,6.75
100,594,1,1,2,4,4,3,4,4,2,1,3,4,3,3,1,2,4,2,2,5,2,4,4,2,2,2,4,4,4,3,4,5,2,5,1,2,2,2,1,1,0,1,1,1,1,1,1,0,1,29,Woman/Female,Woman/Female,5,7,1,1,1,3,economic growth,does not cause harm,3a08d6ace7a86f9c8012ee31c2a724492a877b11985cff44a50f4e9e,0.8181818181818182,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,4,4,3,5,3,4,4,5,4,4,5,5,2,5,4.071428571428571,3.8333333333333335,4.25,4.25
100,559,1,1,5,4,1,1,4,2,1,1,1,4,2,5,1,1,4,5,2,1,1,1,2,1,2,1,4,5,2,5,5,5,5,5,1,1,1,5,1,1,1,0,1,1,1,0,1,1,0,38,Woman/Female,Woman/Female,5,"4,7",1,1,1,3,public health,causes harm,a4118b29f17487af9827109f6c1e0c29d2ef84afd8a9434fae8951ad,0.7272727272727273,TRUE,Woman/Female.Woman/Female,4,public health,TRUE,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6.071428571428571,6,6,6.25
100,681,1,1,5,5,4,3,4,4,3,2,2,3,3,4,2,2,2,4,2,4,3,3,4,2,4,2,3,4,4,3,4,3,4,5,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,27,Man/Male,Man/Male,5,7,1,3,3,2,economic growth,causes harm,94e6daf693a3f8d3cd6ec8254751d1d4f57197775880ea0e7fe0a88d,0,TRUE,Man/Male.Man/Male,4,public health,FALSE,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
100,1306,1,1,4,4,5,5,2,2,4,1,5,2,4,3,2,4,4,5,2,4,5,4,4,2,5,4,4,2,1,3,4,3,4,2,4,4,5,2,1,1,0,1,0,0,0,0,0,1,0,30,Man/Male,Man/Male,5,8,5,6,2,3,public health,does not cause harm,3f5f7e0dcff9a5eb2d6681b8f7d458a7aeba4e054dd8e8d00ff79d89,0.36363636363636365,FALSE,Man/Male.Man/Male,NA,NA,NA,5,6,7,6,6,6,4,4,5,5,5,6,5,6,5.428571428571429,6,4.5,5.5
100,619,1,1,5,5,3,3,4,3,3,2,1,3,3,5,2,2,2,5,4,4,2,4,3,3,1,4,4,4,4,3,4,4,4,4,1,5,1,4,0,0,1,0,1,0,0,0,1,0,0,21,Man/Male,Man/Male,5,6,2,1,1,2,economic growth,does not cause harm,f5de6e7b1cd08f411ab6d43e8feb08e1341008c029f552ed063538e5,0.2727272727272727,TRUE,Man/Male.Man/Male,NA,NA,NA,2,5,4,2,3,3,5,4,3,2,5,1,4,4,3.357142857142857,3.1666666666666665,3.5,3.5
100,1052,1,1,5,2,2,2,4,4,2,1,2,1,1,4,1,1,4,2,2,2,2,4,2,2,3,3,5,5,2,2,1,2,2,4,1,4,2,1,0,1,1,1,1,1,1,1,1,1,1,59,Man/Male,Man/Male,5,7,2,3,3,2,public health,does not cause harm,69e8ecb3e62f900d796adbf4c5d467168b6f93690c4cd1952fd89b24,0.9090909090909091,TRUE,Man/Male.Man/Male,4,public health,TRUE,4,4,4,4,4,4,4,4,4,4,6,5,4,5,4.285714285714286,4,4,5
100,621,1,1,4,4,4,2,1,4,4,1,1,2,2,4,4,2,2,2,1,5,1,2,2,2,2,5,4,4,2,2,5,4,2,4,2,5,4,2,1,0,0,0,1,0,0,1,1,1,1,28,Woman/Female,Woman/Female,5,7,2,3,3,2,public health,does not cause harm,53728e30a28bf4711d7e4b402689906f8b3dd5ac6ab50981647fff69,0.5454545454545454,TRUE,Woman/Female.Woman/Female,3,public health,TRUE,5,4,5,6,5,6,5,3,3,3,2,3,4,5,4.214285714285714,5.166666666666667,3.5,3.5
100,711,1,1,4,4,5,1,2,1,3,2,1,2,2,3,2,2,4,2,4,2,3,3,2,1,2,3,5,4,4,1,2,4,3,3,2,3,2,4,1,1,1,0,1,1,0,1,1,0,1,23,Woman/Female,Woman/Female,"4,5",8,3,1,1,3,economic growth,causes harm,bf3cbd7d89ebeca400fcdd4f9e4db12c78ce041c0de61513b6aabfff,0.7272727272727273,FALSE,Woman/Female.Woman/Female,NA,NA,NA,2,4,2,1,6,2,5,1,1,2,1,1,1,2,2.2142857142857144,2.8333333333333335,2.25,1.25
100,597,1,1,5,2,2,2,2,4,1,4,1,4,3,4,1,2,4,2,2,3,1,4,3,1,4,3,4,5,1,4,5,4,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,34,Genderqueer/Gender non-binary/Gender fluid,Woman/Female,"1,5",8,4,1,1,3,public health,causes harm,b994eca507580f6b8e880b17424d315a9d5976412c170fd8d8ec2c7d,1,TRUE,Genderqueer/Gender non-binary/Gender fluid.Woman/Female,4,public health,TRUE,7,7,6,6,7,7,7,7,7,7,7,7,7,7,6.857142857142857,6.666666666666667,7,7
100,1863,1,1,4,4,4,4,3,2,2,1,2,3,2,4,1,2,3,3,1,5,2,4,4,2,2,3,5,2,4,4,4,5,3,4,2,2,4,2,0,0,1,0,1,1,1,1,1,0,0,24,Woman/Female,Woman/Female,3,7,1,2,1,2,economic growth,does not cause harm,26070387fcca1ac5214a9ef758533b2d4a1e4e261884fd8ff26c40d3,0.5454545454545454,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,4,6,6,4,4,4,3,2,2,4,2,1,2,2,3.2857142857142856,4.666666666666667,2.75,1.75
100,461,1,1,3,3,2,4,4,3,4,4,5,4,5,3,1,1,2,4,3,2,4,4,2,1,5,3,1,2,2,3,2,2,5,3,5,1,2,4,0,0,0,0,1,1,0,0,0,0,0,22,Man/Male,Man/Male,4,7,2,3,4,3,public health,does not cause harm,0d911338b22bfd4fbedcd590273b34b8b2bb498fbb26467aaaefd0e9,0.18181818181818182,TRUE,Man/Male.Man/Male,3,public health,TRUE,5,5,4,1,5,5,3,3,3,1,3,3,1,3,3.2142857142857144,4.166666666666667,2.5,2.5
100,393,1,1,4,5,4,2,3,2,4,1,2,4,3,2,1,3,3,3,1,5,2,5,3,1,5,5,5,5,4,5,5,3,5,5,1,2,5,4,1,0,1,0,1,0,0,0,0,0,0,24,Woman/Female,Woman/Female,5,7,1,4,3,2,economic growth,causes harm,1ef5db4b7ad31af3de76415f2f086974ba3b1541149fdc97bde98456,0.2727272727272727,TRUE,Woman/Female.Woman/Female,NA,NA,NA,6,7,7,7,6,7,5,6,5,7,5,7,7,7,6.357142857142857,6.666666666666667,5.75,6.5
100,810,1,1,4,3,2,3,3,3,3,1,2,3,3,2,1,2,3,3,1,2,2,4,2,2,2,3,2,4,2,4,3,4,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,0,0,34,Woman/Female,Woman/Female,5,8,5,3,1,3,economic growth,does not cause harm,4c8815f374b820f8fc0d3f52a74e23831876bc271c74064a6a6377ac,0.8181818181818182,FALSE,Woman/Female.Woman/Female,4,public health,FALSE,5,5,6,6,4,5,4,4,4,5,4,5,5,5,4.785714285714286,5.166666666666667,4.25,4.75
100,645,1,1,5,3,1,2,3,4,2,2,1,3,1,4,2,4,3,1,1,5,1,5,5,1,4,5,5,5,4,1,3,5,3,4,2,4,4,4,1,1,1,0,1,1,1,1,1,0,0,21,Man/Male,Man/Male,"2,5",7,1,1,1,2,economic growth,causes harm,5b91de78b41f16cb4466b5d9a8035a64da9fb81d8f36fd517c475f39,0.7272727272727273,FALSE,Man/Male.Man/Male,4,public health,FALSE,7,7,7,7,7,6,7,6,6,6,6,6,7,6,6.5,6.833333333333333,6.25,6.25
100,952,1,1,5,2,3,2,4,3,2,4,1,3,2,4,1,1,4,4,4,2,2,1,2,2,2,3,5,4,2,4,3,3,2,3,1,3,1,3,1,0,1,1,1,1,1,1,1,0,1,66,Man/Male,Man/Male,5,8,2,2,1,3,public health,causes harm,44c22025e4f0130d13a0384408b26a07f62e4672392895457c6d0963,0.8181818181818182,TRUE,Man/Male.Man/Male,4,public health,TRUE,5,5,6,6,5,5,6,5,4,5,6,5,5,4,5.142857142857143,5.333333333333333,5,5
100,403,1,1,4,4,2,3,5,4,3,2,4,2,3,4,2,2,2,4,1,4,4,4,1,1,2,2,2,3,1,5,4,4,3,4,2,2,2,4,1,1,1,1,1,1,0,1,1,1,1,29,Man/Male,Man/Male,5,2,7,1,3,3,public health,causes harm,7cbd306ac27d5fa9356621a7748c9cc1dcc77cd280716eea1f99356f,0.9090909090909091,TRUE,Man/Male.Man/Male,4,public health,TRUE,6,5,6,7,5,5,6,6,7,6,7,6,4,4,5.714285714285714,5.666666666666667,6.25,5.25
100,847,1,1,4,3,4,4,5,4,2,3,1,2,5,5,5,3,4,4,4,4,2,4,2,3,2,2,4,1,2,4,3,4,2,3,3,4,4,2,1,1,0,0,1,0,0,0,1,0,0,23,Man/Male,Man/Male,5,2,4,7,2,3,public health,causes harm,e7721e92b85e6538faa9d2544a30606a3864076f04226629344e1073,0.36363636363636365,TRUE,Man/Male.Man/Male,NA,NA,NA,4,6,7,6,5,5,5,5,3,3,3,2,4,4,4.428571428571429,5.5,4,3.25
100,659,1,1,4,2,2,3,1,2,4,1,2,2,2,2,1,4,2,5,1,5,2,5,2,2,4,3,2,2,1,2,3,3,4,2,2,4,4,1,0,1,0,1,0,1,1,1,1,0,0,45,Man/Male,Man/Male,5,2,1,4,1,2,public health,does not cause harm,4a1d129fc4438dfb90d6067dcfd45f389a3cf0a73c6d36c16f5e5bdd,0.5454545454545454,FALSE,Man/Male.Man/Male,2,economic growth,FALSE,5,4,6,5,4,4,1,4,2,3,1,1,1,3,3.142857142857143,4.666666666666667,2.5,1.5
100,345,1,1,2,3,2,2,4,2,4,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,4,2,2,4,2,2,4,2,3,2,2,1,1,1,1,1,0,1,0,0,0,0,18,Woman/Female,Woman/Female,2,7,1,NA,3,2,economic growth,does not cause harm,2dbf4b2964a84aeae7fade9056714889aaa7359df8133fadfef0a218,0.5454545454545454,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4.857142857142857,5,5,4.5
100,729,1,1,4,2,1,1,3,4,1,1,2,1,2,3,2,1,3,4,3,4,2,4,2,1,3,2,4,4,3,2,3,4,3,4,1,4,2,3,1,1,1,0,1,1,1,1,1,1,1,23,Woman/Female,Woman/Female,5,7,1,2,1,3,public health,does not cause harm,86882aa769a0e172dc7275453128143cc230c0ca64e2e86e83748123,0.9090909090909091,TRUE,Woman/Female.Woman/Female,3,public health,TRUE,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5.928571428571429,6,6,5.75
100,650,1,1,4,4,4,3,4,4,4,4,2,2,3,5,2,2,4,3,2,4,3,5,4,3,2,3,4,4,4,3,4,3,4,4,2,3,2,5,0,0,0,0,1,0,1,0,1,0,0,40,Woman/Female,Woman/Female,5,7,1,2,3,2,public health,causes harm,187bc1a5b6d2f6fff8d9b74b63aa3b1984b78d5140aa674cadb803da,0.2727272727272727,FALSE,Woman/Female.Woman/Female,3,public health,TRUE,6,6,6,6,7,7,4,4,4,6,6,6,6,5,5.642857142857143,6.333333333333333,4.5,5.75
100,671,1,1,5,4,2,2,4,5,2,2,4,2,1,5,2,1,4,2,2,4,2,5,2,4,4,4,5,5,5,2,4,4,2,5,1,4,4,1,1,0,1,1,1,0,1,1,1,0,0,39,Man/Male,Man/Male,5,7,1,2,3,3,economic growth,does not cause harm,e829c4c0b7880978bbb3c4627f79e4537d80b8a53b75c1cc39bbb396,0.6363636363636364,TRUE,Man/Male.Man/Male,4,public health,FALSE,5,5,6,5,5,5,4,4,4,5,4,4,4,4,4.571428571428571,5.166666666666667,4.25,4
100,442,1,1,3,4,2,4,4,4,4,2,2,1,2,4,4,4,4,4,1,4,2,5,2,1,4,2,4,4,2,4,3,5,4,4,2,4,2,5,1,1,1,0,1,0,0,0,0,0,0,20,Woman/Female,Woman/Female,5,6,1,2,1,2,public health,does not cause harm,add4e937827b3960600ff63fa42cf7052c8c31c4a07b6569a4f69be0,0.36363636363636365,FALSE,Woman/Female.Woman/Female,NA,NA,NA,5,6,6,6,7,7,5,7,6,5,4,4,6,4,5.571428571428571,6.166666666666667,5.75,4.5
100,1259,1,1,4,4,4,2,2,3,4,2,2,2,2,2,2,4,2,2,2,4,4,4,2,5,4,2,4,4,2,2,2,4,4,4,2,4,4,4,1,0,0,1,1,0,0,1,0,1,0,21,Woman/Female,Woman/Female,3,5,3,2,1,2,economic growth,does not cause harm,9ff635550bd3fbf0193ff5fce5139cffeb778b3c2ba7373fc2d55c59,0.45454545454545453,TRUE,Woman/Female.Woman/Female,1,economic growth,TRUE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
100,809,1,1,4,4,4,2,2,2,4,1,2,4,1,3,1,2,4,4,2,2,2,4,4,2,4,4,4,5,2,3,4,3,4,5,2,4,2,5,1,1,1,1,1,1,1,1,1,1,0,20,Man/Male,Man/Male,5,7,1,2,1,2,economic growth,causes harm,a0e691438f62bf49c05a3860a5e1290508c981d0a0395980aab7b92e,0.9090909090909091,TRUE,Man/Male.Man/Male,NA,NA,NA,6,6,6,5,4,5,6,5,6,6,6,6,5,3,5.357142857142857,5.333333333333333,5.75,5
100,444,1,1,2,4,3,2,3,2,4,2,2,4,4,2,2,2,2,2,2,4,4,2,4,4,4,4,4,4,2,2,4,2,4,4,2,5,4,4,0,0,0,1,0,0,1,0,0,0,0,21,Woman/Female,Woman/Female,2,2,2,3,1,2,public health,causes harm,a521f2f65a6b8e6127305ef384dfa316e8b21355740515513898685a,0.18181818181818182,TRUE,Woman/Female.Woman/Female,3,public health,TRUE,7,7,7,7,7,7,5,7,7,7,7,7,7,7,6.857142857142857,7,6.5,7
100,930,1,1,5,2,1,4,4,5,2,3,1,5,1,5,1,1,4,2,4,2,2,5,4,1,4,4,5,5,4,4,5,4,2,5,1,4,2,5,1,1,1,1,1,0,1,1,0,1,0,39,Man/Male,Man/Male,5,7,1,1,1,3,public health,does not cause harm,0891e67bd39fdd215507fbdb4fc887b7045275def821ac0f1feb1bef,0.7272727272727273,FALSE,Man/Male.Man/Male,3,public health,TRUE,6,6,6,6,6,6,5,6,6,5,4,4,7,4,5.5,6,5.5,4.75
100,619,1,1,3,4,3,3,5,4,4,2,3,4,3,3,1,4,4,4,1,3,2,2,2,2,3,2,3,4,4,4,4,5,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,0,27,Woman/Female,Woman/Female,5,7,2,2,1,3,public health,causes harm,ddf5da3015f8f3c3126d29d6c5623fac8ae4bad4932887c0e77d1442,0.9090909090909091,TRUE,Woman/Female.Woman/Female,NA,NA,NA,6,5,6,7,6,5,7,6,5,5,4,6,6,4,5.571428571428571,5.833333333333333,5.75,5
